,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,Year_D,Month_D,Act,Boat,Injur_Type,Spec
3669,03-Aug-1964,1964,Unprovoked,JAPAN,OKAYAMA PREFECTURE,Saidaiji,Swimming,M,12,"Leg bitten, surgically amputated",N,UNKNOWN,UNKNOWN,1964,AUG,SWIMMING,No,BITTEN,UNKONWN
3670,Aug-1964,1964,Unprovoked,PANAMA,SAN BLAS,Off Achutuppu Island near Ailigandi,Free diving / Spearfishingat edge of reef,M,21,Foot lacerated,N,UNKNOWN,Less than 1.2 m [4'],1964,AUG,DIVING,No,LACERATIONS,UNKONWN
3671,27-Jul-1964,1964,Provoked,USA,PUERTO RICO,UNKNOWN,UNKNOWN,M,22,Arm lacerated by speared shark PROVOKED INCIDENT,N,11h00,Nurse shark,1964,JUL,UNKONWN,No,LACERATIONS,NURSE
3672,16-Jul-1964,1964,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Island Rock,Searching for remains of  Dr. Marais,M,30,"No injury, shark charged & impaled itself on spear",N,UNKNOWN,Zambesi shark,1964,JUL,SEARCHING,No,NO INJURY,ZAMBESI
3675,08-Jul-1964,1964,Provoked,USA,FLORIDA,"Palm Beach, Palm Beach County",Tagging sharks,M,UNKNOWN,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",N,UNKNOWN,white shark,1964,JUL,TAGGING,No,NO INJURY,WHITE
3676,Jul-1964,1964,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,A reef off New Hanover (Northern end),Standing / fishing,M,UNKNOWN,"FATAL, leg severed ",Y,UNKNOWN,UNKNOWN,1964,JUL,STANDING,No,FATAL INJURY,UNKONWN
3677,Jul-1964,1964,Boat,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,Southern end,canoeing,X,UNKNOWN,"No injury to occupant, canoe struck several times by shark ",N,UNKNOWN,UNKNOWN,1964,JUL,CANOEING,Yes,NO INJURY,UNKONWN
3678,29-Jun-1964,1964,Sea Disaster,BERMUDA,HAMILTON,2 miles south of Castle Island Harbour entrance to Hamilton,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),X,UNKNOWN,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",Y,UNKNOWN,UNKNOWN,1964,JUN,CONDUCTING,No,OTHERS,UNKONWN
3680,24-Jun-1964,1964,Boat,USA,CALIFORNIA,"Long Beach, Los Angeles County",Fishing,X,UNKNOWN,"No injury to occupants, shark crashed through windshield of boat",N,UNKNOWN,2.1 m [7'] shark,1964,JUN,FISHING,Yes,NO INJURY,UNKONWN
3681,17-Jun-1964,1964,Boat,PAPUA NEW GUINEA,NEW BRITAIN,Near Rabaul,Fishing,M,UNKNOWN,"No injury to occupant, shark lifted canoe's outrigger",N,UNKNOWN,2.4 m [8'] shark,1964,JUN,FISHING,Yes,NO INJURY,UNKONWN
3682,23-Jun-1964,1964,Unprovoked,FIJI,LAU GROUP,"Tovu, Totoya Island",Spearfishing,M,23,Buttocks bitten,N,UNKNOWN,UNKNOWN,1964,JUN,SPEARFISHING,No,BITTEN,UNKONWN
3684,30-May-1964,1964,Unprovoked,PANAMA,CARIBBEAN COAST,UNKNOWN,Standing,M,47,No injury,N,UNKNOWN,Lemon shark,1964,MAY,STANDING,No,NO INJURY,LEMON
3685,08-May-1964,1964,Unprovoked,FIJI,VITA LEVU,Naviti,Spearfishing,M,35,"FATAL, buttocks, lower abdomen & genitalia removed  ",Y,11h30,Tiger shark,1964,MAY,SPEARFISHING,No,FATAL INJURY,TIGER
3686,May 1964,1964,Unprovoked,PANAMA,SAN BLAS ISLANDS,"Achutupu, a small island ner Ailigandi",Skin diving,M,13,"FATAL, torso / abdomen severely bitten  ",Y,UNKNOWN,1.8 m [6'] shark,1964,UNKNOWN,DIVING,No,FATAL INJURY,UNKONWN
3687,07-Apr-1964,1964,Unprovoked,PAPUA NEW GUINEA,MADANG PROVINCE,Inshore side of reef near Madang,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1964,APR,FISHING,Yes,FATAL INJURY,UNKONWN
3688,28-Mar-1964,1964,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Surfers Paradise Beach near Victor Harbour,Surfing,M,19,Left thigh lacerated,N,UNKNOWN,1.8 m [6'] shark,1964,MAR,SURFING,No,LACERATIONS,UNKONWN
3689,28-Mar-1964,1964,Sea Disaster,PAPUA NEW GUINEA,CENTRAL PROVINCE,30 miles from Port Moresby,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",M,32,Presumed FATAL,Y,Midnight,UNKNOWN,1964,MAR,UNKONWN,No,FATAL INJURY,UNKONWN
3690,05-Mar-1964,1964,Unprovoked,USA,FLORIDA,"Fort Lauderdale, Broward County",Skin diving,M,38,"Minor injury, abdomen abraded when he collided with the shark",N,16h00,1.7 m [5.5'] shark,1964,MAR,DIVING,No,MINOR INJURIES,UNKONWN
3691,Mar-1964,1964,Unprovoked,SENEGAL,CAP VERT PENINSULA,"Bel Air, Dakar",Free diving for shell,M,UNKNOWN,Thigh & hand bitten,N,UNKNOWN,3 m shark,1964,MAR,DIVING,No,BITTEN,UNKONWN
3692,Reported 17-Feb-1964,1964,Provoked,FIJI,UNKNOWN,Savuli Reef,Fishing,X,UNKNOWN,Hooked shark bit boat PROVOKED INCIDENT,N,UNKNOWN,"Tiger shark, 3.5 m, 250-lb female",1964,FEB,FISHING,Yes,OTHERS,TIGER
3693,14-Feb-1964,1964,Unprovoked,NEW CALEDONIA,UNKNOWN,UNKNOWN,Diving for trochus shell,M,15,"FATAL, foot & part of other leg severed  ",Y,UNKNOWN,UNKNOWN,1964,FEB,DIVING,No,FATAL INJURY,UNKONWN
3694,14-Feb-1964,1964,Unprovoked,FIJI,VANUA LEVU,"Nailou Village, Tunuloa Natewa Bay",Spearfishing,M,17,"FATAL, thigh and abdomen bitten ",Y,10h30,UNKNOWN,1964,FEB,SPEARFISHING,No,FATAL INJURY,UNKONWN
3695,11-Feb-1964,1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Palliser Bay, Whatarangi (east of Wellington)",preparing to go skin diving,M,UNKNOWN,Hand lacerated,N,12h00,UNKNOWN,1964,FEB,PREPARING,No,LACERATIONS,UNKONWN
3696,10-Feb-1964,1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"West of Pukerua Bay, Wellington",Spearfishing,M,26,"No injury to diver, shark bit speargun",N,18h30,"White shark, 3 m [10']",1964,FEB,SPEARFISHING,No,NO INJURY,WHITE
3697,08-Feb-1954,1964,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Muizenberg,Body boarding,M,25,Right ankle lacerated,N,08h45,"White shark, 1.5 m [5'] k",1954,FEB,BOARDING,No,LACERATIONS,WHITE
3698,05-Feb-1964,1964,Unprovoked,NEW ZEALAND,NORTH ISLAND,"Hokio Beach, near Levin",Lying in 2 feet of water,M,UNKNOWN,Right leg & shoulder lacerated,N,UNKNOWN,"""sand shark""",1964,FEB,LYING,No,LACERATIONS,SAND
3699,05-Feb-1964,1964,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"St. Clair Beach, Dunedin",Swimming,M,19,"FATAL, both legs bitten & right leg severed at knee ",Y,06h45,"White shark, 3 m to 3.7 m [10' to 12']",1964,FEB,SWIMMING,No,FATAL INJURY,WHITE
3701,01-Feb-1964,1964,Boat,NEW ZEALAND,SOUTH ISLAND,"Ngatuka Bay, near Picton",Rowing,X,UNKNOWN,"No injury to occupants , shark nudged oars",N,12h00,1.8 m [6'] shark,1964,FEB,ROWING,Yes,NO INJURY,UNKONWN
3702,Feb-1964,1964,Unprovoked,USA,FLORIDA,Palm Beach County,Floating,M,12,No injury,N,UNKNOWN,Hammerhead shark,1964,FEB,FLOATING,No,NO INJURY,HAMMERHEAD
3703,Feb-1964,1964,Unprovoked,COSTA RICA,PUNTARENAS PROVINCE,Puntarenas,Swimming,M,UNKNOWN,"FATAL, right arm & left thigh bitten ",Y,UNKNOWN,UNKNOWN,1964,FEB,SWIMMING,No,FATAL INJURY,UNKONWN
3704,27-Jan-1964,1964,Unprovoked,FIJI,UNKNOWN,70 miles from Suva,Spearfishing,X,UNKNOWN,FATAL,Y,UNKNOWN,UNKNOWN,1964,JAN,SPEARFISHING,No,FATAL INJURY,UNKONWN
3705,23-Jan-1964,1964,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon,Body surfing,M,39,Heel & ankle bitten,N,16h00,UNKNOWN,1964,JAN,SURFING,No,BITTEN,UNKONWN
3706,22-Jan-1964,1964,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Nahoon,Standing,M,17,Heel bitten,N,11h00,UNKNOWN,1964,JAN,STANDING,No,BITTEN,UNKONWN
3707,21-Jan-1964,1964,Boat,SOUTH AFRICA,WESTERN CAPE PROVINCE,20 m from shore at Strand,Shark watching,X,UNKNOWN,"No injury to occupants, shark holed  boat",N,11h00,"White shark, 3.6 m [11'9""]",1964,JAN,WATCHING,Yes,NO INJURY,WHITE
3708,18-Jan-1964,1964,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Hamelin Bay,Freediving,M,UNKNOWN,Arm lacerated,N,UNKNOWN,Wobbegong,1964,JAN,FREEDIVING,No,LACERATIONS,UNKONWN
3709,11-Jan-1964,1964,Unprovoked,USA,CALIFORNIA,Southeast Farallon Island,Spearfishing / Scuba diving (at surface),M,21,Leg & thigh bitten,N,12h00,White shark (tooth fragment recovered),1964,JAN,SPEARFISHING,No,BITTEN,WHITE
3710,Reported 06-Jan-1964,1964,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,UNKNOWN,Fishing,M,UNKNOWN,FATAL,Y,UNKNOWN,Tiger shark,1964,JAN,FISHING,Yes,FATAL INJURY,TIGER
3711,04-Jan-1964,1964,Unprovoked,FIJI,"LOMALOMA, LAU",Tuvuca Isalnd,Swimming,F,20,Deep lacerations to her right thigh,N,15h00,UNKNOWN,1964,JAN,SWIMMING,No,LACERATIONS,UNKONWN
3712,01-Jan-1964,1964,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Metro coast,UNKNOWN,X,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1964,JAN,UNKONWN,No,UNKNOWN,UNKONWN
3713,01-Jan-1964,1964,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Mossel Bay,Diving for sinkers,M,UNKNOWN,Lacerations and puncture wounds in right arm ,N,19h00 / 20h00,2.1 m to 2.4 m  [7' to 8'] shark,1964,JAN,DIVING,No,LACERATIONS,UNKONWN
3715,29-Dec-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Catfish Rock, between Salt Rock & Shakas Rock",Standing,F,20,"Right hand & foot severed, thigh & buttock lacerated",N,14h00,"Zambesi shark, 1.8 m [6']",1963,DEC,STANDING,No,LACERATIONS,ZAMBESI
3716,26-Dec-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umhlanga Rocks,Swimming,M,24,"Lower leg bitten & foot severed, leg surgically amputated below knee",N,15h00,1.8 m [6']  shark,1963,DEC,SWIMMING,No,BITTEN,UNKONWN
3717,26-Dec-1963,1963,Unprovoked,AUSTRALIA,QUEENSLAND,"Figtree Ledge, Hervey Bay",Sitting on gunwale of boat,M,UNKNOWN,"No injury, shark's tail struck his armpit",N,Dawn,"4.3 m [14'], 1000-lb shark",1963,DEC,SITTING,No,NO INJURY,UNKONWN
3718,25-Dec-1963,1963,Unprovoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Gonubie River Mouth,Swimming,M,18,"FATAL, shoulders, arms, abdomen & foot bitten  ",Y,15h45,UNKNOWN,1963,DEC,SWIMMING,No,FATAL INJURY,UNKONWN
3720,22-Dec-1963,1963,Provoked,SOUTH AFRICA,KWAZULU-NATAL,"Next to West Street groyne, Durban",Helping friend land hooked shark,M,13,Foot lacerated  PROVOKED INCIDENT,N,18h30,"Dusky shark, 1 m",1963,DEC,HELPING,No,LACERATIONS,DUSKY
3721,21-Dec-1963,1963,Provoked,AUSTRALIA,NEW SOUTH WALES,"Woolgoolga, Coffs Harbour",Fishing,M,UNKNOWN,7 puncture wounds in right forearm from hooked shark PROVOKED INCIDENT,N,UNKNOWN,"Wobbegong shark, 3'",1963,DEC,FISHING,Yes,PUNCTURED,WOBBEGONG
3722,20-Dec-1963,1963,Unprovoked,SOUTH AFRICA,WESTERN CAPE PROVINCE,Hartenbos,Spearfishing,M,UNKNOWN,Foot lacerated,N,12h00,"White shark, 1.7 m [5.5']",1963,DEC,SPEARFISHING,No,LACERATIONS,WHITE
3723,20-Dec-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Umvoti,Splashing in surf,M,15,"FATAL, arm severed, leg bitten",Y,12h40,300- to 400-lb Zambesi shark,1963,DEC,SPLASHING,No,FATAL INJURY,ZAMBESI
3724,08-Dec-1963,1963,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,55 miles south of Adelaide,Spearfishing,M,23,Torso & hand lacerated,N,12h45,White shark,1963,DEC,SPEARFISHING,No,LACERATIONS,WHITE
3725,04-Dec-1963,1963,Unprovoked,NEW BRITAIN,"SOUTH COAST, EAST NEW BRITAIN",Pomio,Spearfishing,M,22,"FATAL, leg severely bitten",Y,UNKNOWN,Tiger shark,1963,DEC,SPEARFISHING,No,FATAL INJURY,TIGER
3726,30-Nov-1963 ,1963,Unprovoked,NEW ZEALAND,SOUTH ISLAND,"Charteris Bay, Lyttleton Harbour",Treading water while alongside capsized yacht,M,20,Hand & lower leg severely injured,N,13h00,Possibly a broadnose 7-gill shark,1963,NOV,TREADING,No,INJURED,GILL
3727,30-Nov-1963,1963,Provoked,PAPUA NEW GUINEA,GULF PROVINCE,"Kukipi, 150 miles west of Port Moresby in the Lakekamu River area",Fishing / standing in waist deep water,F,18,Left arm lacerated  PROVOKED INCIDENT,N,14h00,Tiger shark,1963,NOV,FISHING,Yes,LACERATIONS,TIGER
3728,28-Nov-1963,1963,Unprovoked,FIJI,LAU PROVINCE,"Dravuwalu, Totoya Island",Fishing,F,21,Elbow bitten,N,11h00,>1.2 m [4'] tiger shark,1963,NOV,FISHING,Yes,BITTEN,TIGER
3729,25-Nov-1963,1963,Unprovoked,FIJI,VITA LEVU,Rewa River,Spearing fish,M,25,Ankle & foot bitten,N,14h00,UNKNOWN,1963,NOV,SPEARING,No,BITTEN,UNKONWN
3730,Reported 16-Nov-1963,1963,Unprovoked,ITALY,SICILY,Off Mondello Lighthouse,Spearfishing,M,28,No injury,N,UNKNOWN,UNKNOWN,1963,NOV,SPEARFISHING,No,NO INJURY,UNKONWN
3731,14-Nov-1963,1963,Provoked,AUSTRALIA,QUEENSLAND,Mermaid Beach,Catching sharks under government contract,M,UNKNOWN,"No injury to occupant, netted shark rammed & bit boat PROVOKED INCIDENT",N,UNKNOWN,"White shark, 15'2""",1963,NOV,CATCHING,No,NO INJURY,WHITE
3732,12-Nov-1963,1963,Provoked,USA,FLORIDA,"8 miles south of Elliot Key, Miami-Dade County",Testing anti-shark cage,M,UNKNOWN,No injury PROVOKED INCIDENT,N,11h40,"Silky shark, 1.9 m [6.5']",1963,NOV,TESTING,No,NO INJURY,SILKY
3733,Reported 05-Nov-1963,1963,Unprovoked,PAPUA NEW GUINEA,NEW BRITAIN,UNKNOWN,Wading,M,UNKNOWN,Thigh lacerated ,N,UNKNOWN,6' shark,1963,NOV,WADING,No,LACERATIONS,UNKONWN
3734,04-Nov-1963,1963,Unprovoked,PALAU,WESTERN CAROLINE ISLANDS,Koror,Fishing,M,35,Left calf lacerated,N,03h00,Dooley believed his Injury was caused by stingray (Dasyatidae family),1963,NOV,FISHING,Yes,LACERATIONS,UNKONWN
3735,16-Oct-1963,1963,Unprovoked,USA,FLORIDA,"Biltmore Beach, near Panama City","Surf fishing, wading",M,28,"Right thigh &  foot bruised, right calf  lacerated",N,17h30,500-lb shark,1963,OCT,FISHING,Yes,LACERATIONS,UNKONWN
3736,15-Oct-1963,1963,Provoked,NORTH PACIFIC OCEAN,UNKNOWN,UNKNOWN,Fishing for sharks,M,20,"Right hand lacerated, PROVOKED INCIDENT",N,UNKNOWN,UNKNOWN,1963,OCT,FISHING,Yes,LACERATIONS,UNKONWN
3737,29-Sep-1963,1963,Unprovoked,CHILE,UNKNOWN,"El Panul, 12km south of Coquimbo",Spearfishing / free diving,M,UNKNOWN,FATAL,Y,11h00,"White shark, 4 m [13'] rk",1963,SEP,SPEARFISHING,No,FATAL INJURY,WHITE
3739,22-Sep-1963,1963,Unprovoked,SOLOMON ISLANDS,YSABEL ISLAND,Susukana Plantation,Spearing fish,M,30,"FATAL, right thigh, calf & foot bitten ",Y,13h00,5.5 m [18'] shark,1963,SEP,SPEARING,No,FATAL INJURY,UNKONWN
3740,13-Sep-1963,1963,Provoked,AUSTRALIA,NEW SOUTH WALES,Wanda Beach,Surfing,M,18,"A ""dead"" shark grabbed by the tail bit his right torso PROVOKED INCIDENT",N,09h30,1.5 m [5'] shark,1963,SEP,SURFING,No,OTHERS,UNKONWN
3741,10-Sep-1963,1963,Provoked,USA,FLORIDA,"Snapper Point Jetty, Miami, Dade County","Spearfishing, pulled sharks tail",M,16,Minor injury to left forearm  PROVOKED INCIDENT,N,13h30,"Nurse shark, 1.2 m [4']",1963,SEP,SPEARFISHING,No,MINOR INJURIES,NURSE
3742,Aug-1963,1963,Unprovoked,DOMINICAN REPUBLIC,SANTO DOMINGO,Rio Haina Port,"Swimming, when caught in heavy seas",M,23,"FATAL. Eyewitness said, ""One was thrown in the air like a basketball, and while in the air another shark took a bite out of his belly."" ",Y,UNKNOWN,8 sharks,1963,AUG,SWIMMING,No,FATAL INJURY,UNKONWN
3743,28-Jul-1963,1963,Unprovoked,FEDERATED STATES OF MICRONESIA,EASTERN CAROLINE ISLANDS,"Koop Reef, Truk (Chuuk)",Spearfishing,M,26,Upper left arm bitten,N,08h00,Tiger shark,1963,JUL,SPEARFISHING,No,BITTEN,TIGER
3744,15-Jul-1963,1963,Unprovoked,USA,FLORIDA,"New Smyrna Beach, Volusia County",Bathing,M,14,"Left forearm bitten, surgically amputated?",N,Late afternoon,UNKNOWN,1963,JUL,BATHING,No,BITTEN,UNKONWN
3745,11-Jul-1963,1963,Provoked,USA,MISSISSIPPI,Horn Island,"Fishing, on charter boat Silver Dollar",M,24,"Cuts on right hand, PROVOKED INCIDENT",N,UNKNOWN,1.2 m [4'] shark,1963,JUL,FISHING,Yes,OTHERS,UNKONWN
3746,Reported 10-Jul-1963,1963,Sea Disaster,JAMAICA,UNKNOWN,UNKNOWN,63' fishing boat Sno' Bay foundered,X,UNKNOWN,No survivors & a body sighted could not be recovered because of sharks,Y,UNKNOWN,UNKNOWN,1963,JUL,FISHING,Yes,OTHERS,UNKONWN
3747,Jul-1963,1963,Unprovoked,PANAMA,SAN BLAS COAST,"4 miles from Tuwala, near Mulatuppu","Seining for bait, standing in chest-deep water",M,UNKNOWN,"FATAL, foot nearly severed ",Y,UNKNOWN,UNKNOWN,1963,JUL,SEINING,No,FATAL INJURY,UNKONWN
3748,01-Jun-1963,1963,Unprovoked,GREECE,THESSALY,near Trikerion Island,Swimming,F,42,FATAL,Y,16h30,"White shark, 3 m",1963,JUN,SWIMMING,No,FATAL INJURY,WHITE
3749,01-Jun-1963,1963,Provoked,PAPUA NEW GUINEA,CENTRAL PROVINCE,Near Fisherman's Island,Fishing,M,30,"Hooked shark bit his nose, arm and leg PROVOKED INCIDENT",N,Morning,1.8 m [6'] shark,1963,JUN,FISHING,Yes,OTHERS,UNKONWN
3751,14-May-1963,1963,Sea Disaster,PHILIPPINES,LUZON ISLAND,100 miles southeast of Manila,"Boat, with 42 passengers onboard, capsized in rough seas",X,UNKNOWN,"Of the 42 people on board, 5 died of exposure, others drowned or were taken by sharks, and survivors were rescued after spending 3 days in the water.",Y,UNKNOWN,UNKNOWN,1963,MAY,UNKONWN,No,OTHERS,UNKONWN
3752,22-Apr-1963,1963,Provoked,AUSTRALIA,NEW SOUTH WALES,Clarence Head,Fishing,M,UNKNOWN,Foot lacerated by netted shark PROVOKED INCIDENT,N,UNKNOWN,Grey nurse shark,1963,APR,FISHING,Yes,LACERATIONS,NURSE
3753,20-Apr-1963,1963,Unprovoked,USA,US VIRGIN ISLANDS,"St. Thomas, Magens Bay",Swimming,M,25,"FATAL, hand severed, shoulder, hip, foot, thigh bitten & femoral artery severed  ",Y,13h50,"Hand found in gut of 2.9 m to 3.3 m [9'7"" to 10'11""] Galapagos shark, C. galapagensis",1963,APR,SWIMMING,No,FATAL INJURY,GALAPAGOS
3754,17-Apr-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,Amanzimtoti,Swimming,M,15,Buttock bitten,N,12h45,UNKNOWN,1963,APR,SWIMMING,No,BITTEN,UNKONWN
3755,13-Apr-1963,1963,Unprovoked,AUSTRALIA,WESTERN AUSTRALIA,Yallingup,"Surfing on ""chest board"" (boogie board?)",M,25,Arm bitten,N,UNKNOWN,1.8 m to 2.4 m  [6' to 8'] shark,1963,APR,SURFING,No,BITTEN,UNKONWN
3756,12-Apr-1963,1963,Unprovoked,USA,HAWAII,"Awili, South Kona, Hawai'i",Surfing,M,15,Left foot & leg bitten,N,14h00,3.7 to 4.5 m [12' to 15'] shark seen in vicinity,1963,APR,SURFING,No,BITTEN,UNKONWN
3758,30-Mar-1963,1963,Sea Disaster,SOLOMON ISLANDS,BOUGAINVILLE (NORTH SOLOMONS),UNKNOWN,The 500-ton coastal trader Polurrian foundered,M,UNKNOWN,FATAL,Y,Night,UNKNOWN,1963,MAR,UNKONWN,No,FATAL INJURY,UNKONWN
3759,27-Feb-1963,1963,Unprovoked,PAPUA NEW GUINEA,NEW IRELAND PROVINCE,Namatanai,Swimming,M,UNKNOWN,Right shoulder bitten,N,11h00,UNKNOWN,1963,FEB,SWIMMING,No,BITTEN,UNKONWN
3760,24-Feb-1963,1963,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Wombarra Beach near Austinmeer,Spearfishing,M,18,Left leg lacerated,N,Afternoon,"Bronze whaler shark, 3 m [10']",1963,FEB,SPEARFISHING,No,LACERATIONS,WHALER
3761,08-Feb-1963,1963,Unprovoked,FIJI,LOMAIVITI  ISLAND GROUP,"Taibaisa Passage, Gau Island",Spearfishing,M,28,Left arm bitten,N,10h00,"White shark, 2.1 m [7']",1963,FEB,SPEARFISHING,No,BITTEN,WHITE
3762,06-Feb-1963,1963,Unprovoked,MAURITIUS,RODRIGUES,UNKNOWN,UNKNOWN,M,24,Laceration to right forearm,N,UNKNOWN,UNKNOWN,1963,FEB,UNKONWN,No,LACERATIONS,UNKONWN
3764,30-Jan-1963,1963,Unprovoked,FIJI,UNKNOWN,UNKNOWN,Freediving,M,41,Hand & arm severely lacerated,N,UNKNOWN,UNKNOWN,1963,JAN,FREEDIVING,No,LACERATIONS,UNKONWN
3765,28-Jan-1963,1963,Unprovoked,AUSTRALIA,NEW SOUTH WALES,"Sugarloaf Bay, Middle Harbour, Sydney",Wading,F,32,"FATAL, right femoral artery severed, thigh, calf, buttock & left hand bitten  ",Y,13h30,"Tooth fragments of whaler shark were recovered, a bull shark, according to Edwards",1963,JAN,WADING,No,FATAL INJURY,BULL
3767,22-Jan-1963,1963,Boat,SOUTH AFRICA,WESTERN CAPE PROVINCE,False Bay,Fishing,X,UNKNOWN,"No injury to occupant, shark leapt inside boat",N,UNKNOWN,193-lb shark,1963,JAN,FISHING,Yes,NO INJURY,UNKONWN
3768,14-Jan-1963,1963,Provoked,NEW ZEALAND,NORTH ISLAND,"Petone Beach, Wellington",Fishing,X,14,Minor lacerations to hand and arm after he seized the shark's tail PROVOKED INCIDENT,N,Afternoon,"Grey nurse shark, 1.8 m [6']",1963,JAN,FISHING,Yes,LACERATIONS,NURSE
3769,12-Jan-1963,1963,Provoked,SOUTH AFRICA,EASTERN CAPE PROVINCE,Humewood,Fishing,M,UNKNOWN,Foot bitten by shark hooked & taken on boat  PROVOKED INCIDENT,N,UNKNOWN,<1.5 m shark,1963,JAN,FISHING,Yes,BITTEN,UNKONWN
3770,11-Jan-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Peace Cottage, Umdhloti","Free diving, hunting crayfish",M,27,Lacerations & punctures on left  forearm,N,12h15,1 m shark,1963,JAN,DIVING,No,LACERATIONS,UNKONWN
3771,06-Jan-1963,1963,Unprovoked,SOUTH AFRICA,KWAZULU-NATAL,"Selection Reef, Umdhloti",Spearfishing,M,24,Lacerations to right  arm,N,16h00,"Zambesi shark, 2 m [6'9""]",1963,JAN,SPEARFISHING,No,LACERATIONS,ZAMBESI
3772,04-Jan-1963,1963,Provoked,AUSTRALIA,SOUTH AUSTRALIA,Off Franklin Island between Streaky Bay & Ceduna,Shark fishing,X,UNKNOWN,No injury to occupants; hooked shark slammed into side of boat PROVOKED INCIDENT,N,UNKNOWN,"White shark, 16', 2,312-lb",1963,JAN,FISHING,Yes,NO INJURY,WHITE
3773,Jan-1963,1963,Boat,MOZAMBIQUE,UNKNOWN,"Limpopo River, 547 km from the sea",UNKNOWN,X,UNKNOWN,"No injury to occupant. Shark tore chunk from canoe, then bumped 2 other canoes",N,UNKNOWN,Zambesi shark,1963,JAN,UNKONWN,Yes,NO INJURY,ZAMBESI
3774,Early 1963,1963,Unprovoked,FIJI,VITA LEVU,Korolevu (South coast between Nadi & Suva),UNKNOWN,X,UNKNOWN,No details,UNKNOWN,UNKNOWN,UNKNOWN,1963,UNKNOWN,UNKONWN,No,NO DETAILS,UNKONWN
3775,1963,1963,Unprovoked,SEYCHELLES,UNKNOWN,UNKNOWN,Fishing for turtles,M,UNKNOWN,Fatal,Y,UNKNOWN,UNKNOWN,1963,UNKNOWN,FISHING,Yes,FATAL INJURY,UNKONWN
3776,30-Dec-1962,1962,Provoked,SOUTH AFRICA,KWAZULU-NATAL,Shark tank at Oceanographic Research Institute,Scuba diving,M,UNKNOWN,Captive shark bit air hose & minor lacerations on diver's cheek PROVOKED INCIDENT,N,10h30,"Dusky shark, 1 m",1962,DEC,DIVING,No,LACERATIONS,DUSKY
3777,09-Dec-1962,1962,Unprovoked,AUSTRALIA,SOUTH AUSTRALIA,Carrickalinga Head,Spearfishing,M,16,"FATAL, right leg bitten thigh to calf  ",Y,14h30,"White shark, 4.3 m [14'] (or bronze whaler)",1962,DEC,SPEARFISHING,No,FATAL INJURY,WHITE
3778,Dec-1962,1962,Boat,SOUTH AFRICA,WESTERN CAPE PROVINCE,Swartklip,Fishing,X,UNKNOWN,"No injury to occupants, shark jumped onboard, knocking 2 anglers onto the deck",N,UNKNOWN,"2 m [6'9""], 87.5-kg [193-lb]  shark",1962,DEC,FISHING,Yes,NO INJURY,UNKONWN
3779,29-Nov-1962,1962,Unprovoked,AUSTRALIA,NEW SOUTH WALES,Sydney,"Spearfishing, Scuba diving",M,26,"No injury, shark bit spear & dragged diver 90'",N,UNKNOWN,3 m [10'] shark,1962,NOV,SPEARFISHING,No,NO INJURY,UNKONWN
3781,11-Nov-1962,1962,Unprovoked,USA,CALIFORNIA,Farallon Islands,Spearfishing / Scuba diving (at surface),M,24,"Arm, hand, buttock, leg and thigh bitten",N,12h45 / 13h45,"White shark, 4.3 m to 4.9m [14' to 16']",1962,NOV,SPEARFISHING,No,BITTEN,WHITE
3782,10-Nov-1962,1962,Boat,AUSTRALIA,NEW SOUTH WALES,Off Kisma,Fishing,X,UNKNOWN,No injury to occupants. Shark rammed boat as they were pulling in a flathead,N,UNKNOWN,3 m [10'] blue whaler,1962,NOV,FISHING,Yes,NO INJURY,UNKONWN
